,DZN (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
314,510911367,5,0,0,0,0,130,5,0,4,0,0,0,0,10,0,0,156
315,510911368,11,0,0,0,0,264,5,0,4,0,0,0,4,23,3,0,314
316,510911376,9,0,0,0,0,295,4,0,4,0,0,4,0,32,0,0,347
317,510921330,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,33
318,510921336,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10
319,510921346,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19
320,510921347,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,12
321,510921356,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
322,510931315,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,19
323,510931328,0,0,0,0,0,119,3,0,0,0,0,0,0,15,0,0,135
324,510931341,0,0,0,0,0,58,3,0,0,0,0,0,5,8,0,0,74
325,510931364,5,5,0,4,0,189,10,3,0,0,0,6,5,9,0,0,228
326,510941304,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13
327,510941309,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8
328,510951339,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,12
329,510951352,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,27
330,510951369,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,23
331,510961358,0,0,0,0,0,10,0,4,0,0,0,0,0,4,0,0,16
332,510961366,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
333,510961372,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18
334,510961378,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
335,510961380,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,13
